isin,gvkey,year,quarter,cc_expo_ew,cc_risk_ew,cc_pos_ew,cc_neg_ew,cc_sent_ew
US4262811015,11811.0,2020,1,0.000347947,0.0,0.0,0.0,0.0
US4278661081,5597.0,2004,4,0.000474383,0.0,0.0,0.0,0.0
US42824C1099,26156.0,2017,1,0.000560538,0.0,0.0,-0.000280269,-0.000280269
US43114Q1058,36897.0,2024,2,0.004751848,0.0,0.000527983,0.0,0.000527983
US43289P1066,270705.0,2019,2,0.002209334,0.0,0.001933168,-0.000276167,0.001657001
US4364401012,20904.0,2024,1,0.000313676,0.0,0.0,0.0,0.0
US4370761029,5680.0,2011,1,0.003536068,0.0,0.001414427,-0.000353607,0.00106082
US4370761029,5680.0,2021,3,0.000325415,0.0,0.000325415,0.0,0.000325415
US4383331067,38635.0,2023,2,0.000460193,0.0,0.000920387,0.0,0.000920387
US4424874018,5750.0,2003,1,0.001085305,0.0,0.000651183,0.0,0.000651183
US4441441098,30899.0,2023,2,0.003371544,0.0,0.002022927,0.0,0.002022927
US4441721002,62766.0,2012,2,0.00047259,0.0,0.0,0.0,0.0
US4485791028,183366.0,2010,3,0.000329815,0.0,0.0,0.0,0.0
US4491721050,160681.0,2018,3,0.007936508,0.000496032,0.002480159,-0.003968254,-0.001488095
US44980X1090,175955.0,2018,4,0.00411985,0.0,0.001123596,0.0,0.001123596
US45174J5092,3105.0,2014,4,0.000333111,0.0,0.0,0.0,0.0
US4525362046,175013.0,2016,1,0.00087146,0.0,0.0,0.0,0.0
US45337C1027,29127.0,2017,3,0.000721761,0.0,0.0,-0.000360881,-0.000360881
US4570301048,12972.0,2008,1,0.001453488,0.0,0.0,-0.001453488,-0.001453488
US4571871023,66016.0,2007,2,0.000368053,0.0,0.0,0.0,0.0
US4576422053,28717.0,2012,2,0.001170503,0.0,0.000780336,0.0,0.000780336
US4576422053,28717.0,2023,2,0.000960615,0.0,0.0,0.0,0.0
US4576J04013,30692.0,2003,4,0.000393391,0.0,0.0,0.0,0.0
US45780L1044,19274.0,2016,4,0.000729395,0.0,0.0,0.0,0.0
US45812P1075,31488.0,2009,1,0.001762891,0.0,0.000440723,0.0,0.000440723
US4581401001,6008.0,2009,3,0.000305904,0.0,0.0,0.0,0.0
US45822P1057,11555.0,2004,1,0.009235936,0.000279877,0.001119507,-0.001399384,-0.000279877
US45867G1013,6100.0,2019,1,0.000810045,0.0,0.0,0.0,0.0
US4586831095,6036.0,2003,2,0.000535906,0.0,0.0,0.0,0.0
US4612121024,64102.0,2008,1,0.000924214,0.0,0.0,0.0,0.0
US46121Y1029,179843.0,2020,2,0.001533336,0.0,0.000535332,0.0,0.000535332
US4620442073,23810.0,2008,2,0.001025115,0.000512558,0.000512558,0.0,0.000512558
US46269C1027,183640.0,2014,1,0.000312012,0.0,0.0,0.0,0.0
US46269C1027,183640.0,2023,2,0.00093985,0.000313283,0.0,-0.000313283,-0.000313283
US4660321096,12825.0,2016,2,0.000530504,0.0,0.0,0.0,0.0
US4698651092,61534.0,2005,4,0.000658111,0.000329056,0.0,-0.000329056,-0.000329056
US47012E1064,62745.0,2019,1,0.001117318,0.0,0.001117318,-0.000558659,0.000558659
US4824801009,6304.0,2011,2,0.001124859,0.0,0.00056243,0.0,0.00056243
US4825391034,22343.0,2017,1,0.001454193,0.0,0.0,0.0,0.0
US4891701009,6386.0,2023,1,0.003718855,0.0,0.003346969,-0.000371885,0.002975084
US4932671088,9783.0,2021,2,0.002803083,0.0,0.001401542,0.0,0.001401542
US49456B1017,6310.0,2021,4,0.006859206,0.000361011,0.000361011,-0.001444043,-0.001083032
US4969042021,61743.0,2023,1,0.000431034,0.0,0.0,-0.000431034,-0.000431034
US4989042001,64745.0,2019,1,0.00035791,0.0,0.0,-0.00035791,-0.00035791
US5002551043,25283.0,2012,2,0.000325839,0.0,0.0,0.0,0.0
US5012421013,6509.0,2003,3,0.000737735,0.0,0.0,-0.000737735,-0.000737735
US5018101056,63635.0,2006,3,0.000263366,0.0,0.0,0.0,0.0
US50189K1034,11796.0,2021,2,0.000909642,0.0,0.000303214,0.0,0.000303214
US5020791068,112034.0,2016,4,0.000518672,0.0,0.000518672,0.0,0.000518672
US5021601043,6528.0,2014,1,0.00229693,0.0,0.002714554,-0.000626436,0.002088119
US50540R4092,14960.0,2014,2,0.00057554,0.0,0.00057554,0.0,0.00057554
US5138471033,6573.0,2019,3,0.000542888,0.0,0.0,0.0,0.0
US51504L1070,29946.0,2016,4,0.000723066,0.0,0.002169197,0.0,0.002169197
US51509F1057,19581.0,2024,4,0.00045977,0.0,0.00137931,0.0,0.00137931
US5165482036,138467.0,2009,1,0.001727116,0.0,0.00115141,0.0,0.00115141
US5178341070,161844.0,2015,3,0.000401284,0.0,0.0,-0.000401284,-0.000401284
US5178341070,161844.0,2016,1,0.00048216,0.0,0.00048216,0.0,0.00048216
US5184391044,61567.0,2022,2,0.000274424,0.0,0.0,0.0,0.0
US5220151063,61662.0,2003,4,0.000835073,0.0,0.0,0.0,0.0
US5253271028,165123.0,2013,3,0.000291886,0.0,0.0,0.0,0.0
US52736R1023,16476.0,2010,3,0.000788644,0.0,0.0,0.0,0.0
US53115L1044,30284.0,2021,3,0.005513982,0.0,0.002363135,-0.000787712,0.001575423
US5352191093,24351.0,2023,2,0.000943841,0.0,0.0,0.0,0.0
US5352191093,24351.0,2024,1,0.000906208,0.0,0.000453104,0.0,0.000453104
US5355551061,14954.0,2009,4,0.003901578,0.0,0.009297212,-0.001117717,0.008179495
US53566P1093,24996.0,2021,1,0.000707214,0.0,0.0,-0.000353607,-0.000353607
US5362521099,123016.0,2007,3,0.000677736,0.0,0.0,0.0,0.0
US53635B1070,166213.0,2010,2,0.000992063,0.0,0.000496032,0.0,0.000496032
US5370081045,25747.0,2013,1,0.001919912,0.0,0.000274273,0.0,0.000274273
US5381461012,133869.0,2020,2,0.000347947,0.0,0.000347947,0.0,0.000347947
US53814L1089,34048.0,2020,3,0.010908099,0.000272702,0.00436324,-0.004090537,0.000272702
US5432131028,6803.0,2004,2,0.000980392,0.0,0.000490196,-0.000490196,0.0
US5486611073,6829.0,2010,4,0.001587302,0.0,0.003174603,0.0,0.003174603
US55024U1097,23249.0,2018,4,0.000972132,0.0,0.000972132,-0.000324044,0.000648088
US55303J1060,14891.0,2018,2,0.006153846,0.0,0.002051282,0.0,0.002051282
US55306N1046,119275.0,2003,1,0.003201281,0.0,0.00080032,0.0,0.00080032
US55315D1054,63541.0,2018,3,0.005336891,0.000667111,0.003335557,-0.000667111,0.002668446
US55354G1004,178507.0,2019,3,0.000280034,0.0,0.0,-0.000280034,-0.000280034
US5537731029,14296.0,2003,3,0.00120919,0.0,0.0,0.0,0.0
US55405Y1001,187740.0,2006,2,0.000310366,0.0,0.0,0.0,0.0
US5560991094,18658.0,2022,3,0.000505561,0.0,0.0,0.0,0.0
US5594244031,12581.0,2013,4,0.002257336,0.0,0.003386005,0.0,0.003386005
US5635714059,6994.0,2019,2,0.00053135,0.0,0.001062699,0.0,0.001062699
US56418H1005,14370.0,2022,3,0.000598623,0.0,0.0,0.0,0.0
US5645631046,146171.0,2011,3,0.002452698,0.0,0.0,0.0,0.0
US5766741053,7107.0,2012,1,0.004647233,0.0,0.001267427,-0.000422476,0.000844951
US57778K1051,137609.0,2005,4,0.001557632,0.0,0.000389408,-0.000778816,-0.000389408
US5794893033,14163.0,2004,3,0.000379939,0.0,0.0,0.0,0.0
US5805891091,7161.0,2015,2,0.00117096,0.0,0.0,0.0,0.0
US58933Y1055,7257.0,2005,2,0.000142005,0.0,0.0,0.0,0.0
US5893781089,66393.0,2017,2,0.000297885,0.0,0.0,0.0,0.0
US5894331017,7260.0,2018,3,0.000708717,0.0,0.000354359,0.0,0.000354359
US5898891040,21777.0,2005,4,0.000686342,0.0,0.000343171,0.0,0.000343171
US5903282094,187631.0,2016,3,0.000603865,0.0,0.001207729,0.0,0.001207729
US5904791358,33962.0,2022,1,0.002255639,0.0,0.00112782,0.0,0.00112782
US5904791358,33962.0,2022,4,0.002128792,0.0,0.001064396,0.0,0.001064396
US59100U1088,28866.0,2024,3,0.001686341,0.0,0.0,0.0,0.0
US59156R1086,133768.0,2016,2,0.000610314,0.0,0.0,0.0,0.0
US5948501094,30789.0,2004,3,0.000392003,0.0,0.0,0.0,0.0
US59503A2042,29293.0,2011,3,0.000762777,0.0,0.0,0.0,0.0
US59560V1098,187810.0,2019,4,0.001766784,0.0,0.001766784,0.0,0.001766784
US6031581068,25870.0,2021,1,0.002295918,0.0,0.000510204,-0.000255102,0.000255102
US6047491013,35375.0,2024,3,0.000507099,0.0,0.000507099,0.0,0.000507099
US60886R1032,28917.0,2003,1,0.001129518,0.0,0.0,0.0,0.0
US60886R1032,28917.0,2004,4,0.000308737,0.0,0.000617475,0.0,0.000617475
US60937K2069,182554.0,2018,1,0.002414626,0.0,0.00103484,-0.000344947,0.000689893
US61166W1018,140760.0,2006,3,0.000462107,0.0,0.0,0.0,0.0
US61945C1036,162129.0,2010,3,0.001614466,0.000968679,0.0,-0.001291572,-0.001291572
US61980V1070,157757.0,2005,2,0.000399521,0.0,0.0,-0.000399521,-0.000399521
US6254531055,62107.0,2012,4,0.001091703,0.0,0.0,0.0,0.0
US6267171022,7620.0,2018,1,0.000690369,0.0,0.001380739,-0.000690369,0.000690369
US6287781024,19094.0,2021,4,0.000635324,0.0,0.0,0.0,0.0
US62914B1008,122078.0,2007,4,0.000801925,0.0,0.0,0.0,0.0
US6294841068,17061.0,2004,1,0.000595593,0.0,0.0,0.0,0.0
US62985Q1013,161797.0,2007,3,0.00089153,0.0,0.000594354,0.0,0.000594354
US6381041093,7781.0,2003,3,0.00059952,0.0,0.0,0.0,0.0
US64049M2098,125794.0,2020,1,0.001243781,0.0,0.0,0.0,0.0
US64111Q1040,154039.0,2010,3,0.000459137,0.0,0.0,0.0,0.0
US64115T1043,122902.0,2010,2,0.000174338,0.0,0.0,0.0,0.0
US6453701079,18171.0,2014,4,0.000505306,0.0,0.0,0.0,0.0
US6512901082,29173.0,2004,1,0.000658111,0.0,0.0,0.0,0.0
US6517185046,7882.0,2010,2,0.001402525,0.0,0.000467508,-0.000467508,0.0
US65487K1007,33420.0,2023,1,0.001328609,0.0,0.00044287,0.0,0.00044287
US66986W2070,123017.0,2010,3,0.000437063,0.0,0.0,-0.000437063,-0.000437063
US67018T1051,64028.0,2018,2,0.00043956,0.0,0.000879121,0.0,0.000879121
US6703461052,8030.0,2024,2,0.007044321,0.0,0.000587027,-0.003228647,-0.00264162
US67066G1040,117768.0,2017,1,0.001289491,0.0,0.000322373,0.0,0.000322373
US6708721005,29001.0,2008,1,0.000339443,0.0,0.000339443,0.0,0.000339443
US6708721005,29001.0,2013,3,0.00170503,0.0,0.000852515,-0.000426257,0.000426257
US67091K3023,178851.0,2011,3,0.003341289,0.000477327,0.000954654,-0.000954654,0.0
US67091K3023,178851.0,2012,2,0.005303958,0.0,0.0,0.0,0.0
US67091U1025,162219.0,2016,4,0.002777778,0.0,0.0,-0.003472222,-0.003472222
US67091U1025,162219.0,2018,4,0.001305483,0.0,0.0,0.0,0.0
US6745991058,8068.0,2021,4,0.003423485,0.000342349,0.001027046,0.0,0.001027046
US6748705067,260737.0,2021,1,0.013605442,0.0,0.000971817,-0.001943635,-0.000971817
US6757463095,63639.0,2013,3,0.000225175,0.0,0.0,0.0,0.0
US6762201068,14624.0,2011,1,0.000278784,0.0,0.0,0.0,0.0
US6806652052,8123.0,2021,1,0.001450852,0.0,0.000362713,0.0,0.000362713
US68162K1060,29870.0,2005,4,0.000695894,0.0,0.0,-0.000695894,-0.000695894
US6821891057,134932.0,2016,2,0.000881446,0.0,0.000440723,0.0,0.000440723
US6826801036,8151.0,2013,3,0.003120567,0.0,0.000283688,-0.000567376,-0.000283688
US6833731044,150761.0,2023,3,0.001745201,0.0,0.002617801,-0.0008726,0.001745201
US68389X1054,12142.0,2006,4,0.000292874,0.0,0.000165453,0.0,0.000165453
US68401U2042,23464.0,2022,2,0.000461681,0.0,0.0,0.0,0.0
US68554V1089,12915.0,2015,2,0.001220008,0.0,0.000406669,0.0,0.000406669
US68554V1089,12915.0,2024,2,0.001252348,0.0,0.000626174,0.0,0.000626174
US6855641063,21496.0,2004,3,0.001474926,0.0,0.000737463,-0.000368732,0.000368732
US6855641063,21496.0,2010,1,0.002174588,0.0,0.000621311,-0.000621311,0.0
US6862751087,179058.0,2021,4,0.003911343,0.0,0.003259452,0.0,0.003259452
US6866881021,160913.0,2010,1,0.006555842,0.000234137,0.002575509,-0.000936549,0.00163896
US6866881021,160913.0,2019,1,0.011732852,0.000451264,0.004963899,-0.005415162,-0.000451264
US6882392011,11721.0,2010,3,0.000471032,0.0,0.0,0.0,0.0
US68906N2009,135165.0,2003,4,0.000500751,0.0,0.0,0.0,0.0
US69036R8631,8210.0,2006,2,0.001090237,0.0,0.001279427,-0.000511771,0.000767656
US6907421019,8214.0,2014,1,0.001617687,0.0,0.0,-0.001078458,-0.001078458
US69290R1041,20961.0,2018,4,0.004826678,0.0,0.000877578,-0.001316367,-0.000438789
US69327R1014,8512.0,2020,4,0.001044932,0.0,0.0,0.0,0.0
US6933202029,8240.0,2005,2,0.001272265,0.0,0.0,0.0,0.0
US69354N1063,150477.0,2009,1,0.000234082,0.0,0.0,0.0,0.0
US6937181088,8253.0,2017,3,0.007784431,0.0,0.004790419,0.0,0.004790419
US6951271005,185836.0,2022,4,0.000712251,0.0,0.0,0.0,0.0
US7006661000,8350.0,2024,4,0.000557414,0.0,0.0,0.0,0.0
US70202L1026,35158.0,2024,1,0.001791473,0.0,0.000358295,-0.000358295,0.0
US70322A1016,29846.0,2003,3,0.00087184,0.0,0.0,-0.00043592,-0.00043592
US7034811015,29108.0,2020,4,0.004962779,0.0,0.001240695,0.0,0.001240695
US70975L1070,26147.0,2022,3,0.000327761,0.0,0.0,0.0,0.0
US71375U1016,122394.0,2023,4,0.001008573,0.0,0.0,-0.000504286,-0.000504286
US71377E1055,170965.0,2024,4,0.000452489,0.0,0.000452489,-0.000452489,0.0
US71910C1036,187165.0,2022,1,0.000657462,0.0,0.0,0.0,0.0
US72388B1061,179739.0,2009,2,0.000980392,0.0,0.0,0.0,0.0
US7244791007,8606.0,2022,4,0.000378788,0.0,0.000378788,0.0,0.000378788
US7265031051,116029.0,2010,4,0.00076297,0.000254323,0.0,-0.000254323,-0.000254323
US7310681025,14311.0,2009,2,0.000293083,0.0,0.00087925,0.0,0.00087925
US73179P1066,28194.0,2015,3,0.000420168,0.0,0.000420168,0.0,0.000420168
US7365088472,12428.0,2013,1,0.009137863,0.0,0.001986492,-0.00238379,-0.000397298
US73739W1045,37560.0,2021,1,0.00074129,0.0,0.000370645,-0.000370645,0.0
US74112D1019,162335.0,2016,2,0.00045683,0.0,0.0,-0.00045683,-0.00045683
US74251V1026,145701.0,2014,2,0.000283849,0.0,0.0,0.0,0.0
US74251V1026,145701.0,2016,3,0.000634921,0.0,0.0,0.0,0.0
US74319N1000,40306.0,2023,2,0.003205128,0.0,0.001602564,0.0,0.001602564
US74340W1036,29984.0,2023,4,0.000372301,0.0,0.000372301,0.0,0.000372301
US74346Y1038,177744.0,2014,1,0.000301659,0.0,0.000301659,0.0,0.000301659
US74348T1025,160233.0,2009,4,0.000513875,0.0,0.000513875,0.0,0.000513875
US7453101021,8818.0,2003,1,0.003982081,0.0,0.00149328,-0.00099552,0.00049776
US74623V1035,36278.0,2022,4,0.000579206,0.000289603,0.0,0.0,0.0
US7473161070,8850.0,2024,2,0.001612903,0.000806452,0.000403226,-0.000806452,-0.000403226
US74733V1008,154357.0,2014,2,0.001044205,0.0,0.0,0.0,0.0
US74735A1043,185003.0,2010,3,0.000563698,0.0,0.0,0.0,0.0
US7476191041,179819.0,2022,1,0.000550661,0.0,0.0,0.0,0.0
US74834L1008,64166.0,2018,4,0.000281928,0.0,0.0,0.0,0.0
US74838C1062,12868.0,2005,3,0.000487805,0.0,0.000487805,0.0,0.000487805
US7493604000,8892.0,2018,2,0.003322259,0.0,0.00110742,0.0,0.00110742
US7493604000,8892.0,2023,1,0.005836576,0.0,0.003891051,-0.002594034,0.001297017
US7496851038,8902.0,2013,1,0.000755572,0.0,0.000755572,0.0,0.000755572
US74979W1018,32371.0,2019,1,0.000458085,0.0,0.0,0.0,0.0
US7504591097,61439.0,2004,3,0.000497512,0.0,0.0,0.0,0.0
US7521821055,176873.0,2010,3,0.00066313,0.0,0.00066313,0.0,0.00066313
US7522461083,185427.0,2009,4,0.001253133,0.001253133,0.0,0.0,0.0
US7542121089,8958.0,2008,3,0.001964637,0.0,0.001473477,-0.000982318,0.000491159
US75734R3030,160163.0,2006,1,0.000891663,0.000445831,0.0,-0.000445831,-0.000445831
US7580754023,61129.0,2024,2,0.00034904,0.00034904,0.0,0.0,0.0
US7587501039,9016.0,2020,1,0.005174644,0.000862441,0.001724881,-0.003880983,-0.002156102
US7591EP1005,4674.0,2003,3,0.000487208,0.0,0.000265675,0.0,0.000265675
US75971T3014,279431.0,2021,2,0.023837209,0.0,0.009302326,0.0,0.009302326
US7597578001,187677.0,2008,3,0.003286771,0.000821693,0.0,-0.000821693,-0.000821693
US7598922018,186996.0,2011,4,0.000301659,0.0,0.0,0.0,0.0
US7607591002,112168.0,2012,3,0.000462749,0.0,0.0,0.0,0.0
US7609431009,26004.0,2008,4,0.002368866,0.000338409,0.0,-0.000676819,-0.000676819
US7611521078,31887.0,2002,3,0.000348432,0.0,0.0,0.0,0.0
US76117W1099,2337.0,2019,2,0.001926782,0.0,0.000642261,-0.003211304,-0.002569043
US7615655062,177896.0,2010,4,0.000988631,0.0,0.0,-0.000988631,-0.000988631
US77634L1052,183636.0,2024,1,0.000270416,0.0,0.0,-0.000270416,-0.000270416
US7777801074,180905.0,2011,3,0.000601323,0.0,0.0,-0.000300661,-0.000300661
US7813862064,21035.0,2022,1,0.001487542,0.0,0.001115656,0.0,0.001115656
US7835491082,9299.0,2014,1,0.001960144,0.0,0.000326691,-0.000653381,-0.000326691
US7837541041,5968.0,2019,3,0.003134796,0.0,0.004388715,0.0,0.004388715
US78409V1044,7163.0,2008,2,0.000261233,0.0,0.000522466,0.0,0.000522466
US7841531087,29647.0,2005,4,0.000567215,0.0,0.0,0.0,0.0
US78464R1059,147660.0,2008,3,0.000755572,0.0,0.0,0.0,0.0
US78486Q1013,17120.0,2018,3,0.00053135,0.0,0.00053135,0.0,0.00053135
US79546E1047,175900.0,2018,2,0.000292483,0.0,0.000292483,-0.000292483,0.0
US8085411069,61519.0,2003,4,0.000519481,0.000519481,0.0,-0.000519481,-0.000519481
US81211K1007,9555.0,2004,4,0.001072018,0.0,0.001387277,-0.000630517,0.00075676
US8163001071,17115.0,2009,2,0.000759301,0.0,0.000379651,0.0,0.000379651
US8166452040,185380.0,2013,4,0.001219512,0.0,0.0,0.0,0.0
US8168501018,9599.0,2009,1,0.001015228,0.0,0.000676819,0.0,0.000676819
US8168501018,9599.0,2017,4,0.002210433,0.0,0.0,0.0,0.0
US8168511090,8272.0,2020,4,0.019939717,0.0,0.004405286,-0.000927429,0.003477858
US81725T1007,11012.0,2024,4,0.000839631,0.0,0.000839631,0.0,0.000839631
US81784E1010,174360.0,2024,1,0.001885014,0.0,0.000942507,-0.000942507,0.0
US82568P3047,175376.0,2015,1,0.000574878,0.0,0.000862317,0.0,0.000862317
US8261701028,63180.0,2003,1,0.000272405,0.0,0.0,0.0,0.0
US8265651039,12234.0,2006,3,0.000362976,0.0,0.0,0.0,0.0
US8288061091,29389.0,2021,2,0.000646204,0.0,0.000323102,-0.000323102,0.0
US82981J1097,27780.0,2021,1,0.000323102,0.0,0.0,0.0,0.0
US82982T1060,35794.0,2020,2,0.000573066,0.0,0.0,0.0,0.0
US8385181081,9831.0,2017,3,0.00805153,0.0,0.006441224,-0.003220612,0.003220612
US84265V1052,61811.0,2016,1,0.003773585,0.0,0.000377358,0.0,0.000377358
US8447411088,9882.0,2011,1,0.000654236,0.0,0.000327118,0.0,0.000327118
US8447411088,9882.0,2019,2,0.000232288,0.0,0.000232288,0.0,0.000232288
US8472202097,9921.0,2008,3,0.001120239,0.0,0.00373413,0.0,0.00373413
US84763R1014,65459.0,2008,2,0.001273237,0.0,0.0,0.0,0.0
US8485741099,164494.0,2017,3,0.000289352,0.0,0.0,0.0,0.0
US85209W1099,35922.0,2020,4,0.001238774,0.0,0.001548467,-0.000309693,0.001238774
US8522341036,26367.0,2022,2,0.000333556,0.0,0.000333556,0.0,0.000333556
US8542311076,10008.0,2008,3,0.000531915,0.0,0.000531915,0.0,0.000531915
US8545321080,174663.0,2007,4,0.000457875,0.000457875,0.000457875,0.0,0.000457875
US8576891035,28317.0,2005,4,0.000477783,0.0,0.0,-0.000477783,-0.000477783
US8581191009,64030.0,2015,4,0.001927313,0.0,0.000825991,-0.000550661,0.00027533
US8581191009,64030.0,2018,4,0.001229634,0.0,0.000922226,0.0,0.000922226
US86272C1036,63338.0,2010,2,0.000727537,0.0,0.0,-0.000363769,-0.000363769
US8644821048,62501.0,2018,2,0.00192431,0.000641437,0.001282874,0.0,0.001282874
US86722Y1010,15396.0,2013,4,0.000541419,0.0,0.000541419,0.0,0.000541419
US8676524064,165051.0,2009,4,0.008067018,0.0,0.003723239,0.0,0.003723239
US8679316021,39630.0,2007,4,0.000699301,0.00034965,0.0,0.0,0.0
US8681571084,25509.0,2016,2,0.000335796,0.0,0.001007388,-0.000671592,0.000335796
US8685363017,10190.0,2010,3,0.000288767,0.0,0.000288767,0.0,0.000288767
US86858W2008,133825.0,2003,3,0.000329381,0.0,0.0,0.0,0.0
US8688731004,66588.0,2012,1,0.000714541,0.0,0.0,0.0,0.0
US8688731004,66588.0,2014,1,0.001391466,0.0,0.000927644,-0.000927644,0.0
US8715431040,9715.0,2011,4,0.00102459,0.0,0.000512295,-0.001536885,-0.00102459
US87157B1035,166593.0,2009,1,0.00067659,0.0,0.00067659,0.0,0.00067659
US87157B1035,166593.0,2012,3,0.000282885,0.0,0.0,0.0,0.0
US8716071076,24975.0,2015,3,0.002931596,0.0,0.000977199,0.0,0.000977199
US87162W1009,156155.0,2022,3,0.000743494,0.0,0.0,0.0,0.0
US87163F1066,158473.0,2017,3,0.001234568,0.0,0.001234568,-0.000823045,0.000411523
US8716551069,30220.0,2022,4,0.00173913,0.0,0.0,-0.00115942,-0.00115942
US8722751026,15197.0,2007,4,0.0004158,0.0004158,0.0,0.0,0.0
US87266J1043,27574.0,2019,2,0.01610306,0.0,0.017444981,-0.000536769,0.016908213
US87266J1043,27574.0,2023,2,0.012733447,0.000848896,0.008064516,-0.002971138,0.005093379
US87311L1044,120359.0,2011,2,0.000310655,0.0,0.0,0.0,0.0
US8746971055,15117.0,2014,4,0.000609385,0.0,0.0,-0.000609385,-0.000609385
US8753722037,18899.0,2023,2,0.000817661,0.0,0.000545108,0.0,0.000545108
US87582Y1082,184715.0,2013,4,0.000420521,0.0,0.0,0.0,0.0
US87612E1064,3813.0,2005,2,0.000294551,0.0,0.0,-0.000294551,-0.000294551
US87615L1070,34941.0,2019,3,0.000716846,0.0,0.000358423,-0.000358423,0.0
US8782371061,12171.0,2013,1,0.000332116,0.0,0.000332116,0.0,0.000332116
US8787392005,178644.0,2022,1,0.001428571,0.0,0.0,-0.001428571,-0.001428571
US8803491054,10443.0,2020,2,0.005615349,0.0,0.002807674,-0.002807674,0.0
US88076W1036,178310.0,2022,2,0.000339098,0.0,0.000339098,0.0,0.000339098
US8825081040,10499.0,2019,3,0.000619195,0.0,0.0,0.0,0.0
US88429K1034,35733.0,2019,4,0.000539374,0.0,0.000539374,0.0,0.000539374
US88579Y1010,7435.0,2022,2,0.002734958,0.0,0.000745898,-0.000497265,0.000248633
US8865471085,13646.0,2008,1,0.000465983,0.0,0.0,0.0,0.0
US8873891043,10581.0,2005,3,0.00155521,0.0,0.002592017,0.0,0.002592017
US8873991033,20011.0,2019,2,0.000738007,0.0,0.0,-0.000738007,-0.000738007
US88830M1027,28295.0,2008,1,0.001924928,0.000481232,0.0,-0.000481232,-0.000481232
US88830R1014,178973.0,2008,2,0.001176471,0.0,0.0,0.0,0.0
US88870R1023,24396.0,2013,4,0.00029163,0.0,0.0,-0.00058326,-0.00058326
US8907861061,13326.0,2005,1,0.000375375,0.0,0.0,0.0,0.0
US8918261095,184785.0,2011,2,0.001603421,0.0,0.001068947,0.0,0.001068947
US8918941076,29887.0,2013,1,0.000335008,0.0,0.000670017,0.0,0.000670017
US8923561067,29736.0,2008,2,0.000371885,0.0,0.0,0.0,0.0
US8929181035,63520.0,2018,3,0.000431034,0.0,0.000431034,0.0,0.000431034
US89366M2017,18666.0,2019,1,0.001929757,0.0,0.000771903,-0.000771903,0.0
US8957351088,22008.0,2010,2,0.001401051,0.0,0.001050788,-0.000700525,0.000350263
US8968181011,63876.0,2009,2,0.000502765,0.0,0.000502765,0.0,0.000502765
US89784N1046,153028.0,2006,3,0.000314861,0.0,0.0,0.0,0.0
US89969Q1040,170904.0,2016,1,0.000332447,0.0,0.000332447,0.0,0.000332447
US90184D1000,34241.0,2021,4,0.000609385,0.0,0.0,0.0,0.0
US9029521005,12407.0,2017,1,0.000618047,0.0,0.0,0.0,0.0
US9032131065,22772.0,2010,2,0.018661137,0.002665877,0.004739336,-0.002962085,0.001777251
US9032131065,22772.0,2017,4,0.005086901,0.0,0.002967359,-0.000423908,0.002543451
US9033181036,21628.0,2017,1,0.000466853,0.0,0.0,0.0,0.0
US90338W1036,60835.0,2003,2,0.000615006,0.000615006,0.000615006,-0.000615006,0.0
US90384S3031,178704.0,2014,1,0.000269034,0.0,0.000269034,0.0,0.000269034
US90385D1072,111064.0,2018,1,0.000397456,0.0,0.000397456,0.0,0.000397456
US9040341052,28938.0,2009,1,0.000445038,0.0,0.0,0.0,0.0
US9100471096,10795.0,2014,2,0.000925355,0.0,0.001850709,0.0,0.001850709
US9134561094,11017.0,2021,2,0.001606426,0.0,0.0,0.0,0.0
US9134561094,11017.0,2022,1,0.002384738,0.0,0.000794913,-0.000794913,0.0
US91347P1057,25274.0,2012,1,0.000867679,0.0,0.000433839,0.0,0.000433839
US91544A1097,22040.0,2018,3,0.000911577,0.0,0.001367366,0.0,0.001367366
US91851C2017,27199.0,2022,4,0.000880023,0.0,0.0,-0.000293341,-0.000293341
US9197941076,11861.0,2018,1,0.000354988,0.0,0.000354988,0.0,0.000354988
US9215641005,179028.0,2010,4,0.000419287,0.0,0.0,0.0,0.0
US92336G1067,165731.0,2006,4,0.002251407,0.0,0.001876173,0.0,0.001876173
US92553H8034,133346.0,2012,4,0.002923977,0.0,0.0,-0.002923977,-0.002923977
US92839Y1091,150284.0,2007,3,0.000325945,0.0,0.0,0.0,0.0
US9292841072,138943.0,2002,4,0.001554002,0.0,0.003108003,-0.000777001,0.002331002
US92939U1060,11550.0,2011,1,0.02674524,0.000453309,0.004533092,-0.00543971,-0.000906618
US93564A1007,151632.0,2012,1,0.001408451,0.0,0.0,0.0,0.0
US94106L1098,14477.0,2013,2,0.001243394,0.000310849,0.000310849,-0.000310849,0.0
US9418481035,61574.0,2002,3,0.00146886,0.0,0.000293772,-0.000587544,-0.000293772
US9426222009,11313.0,2023,3,0.000497018,0.0,0.0,0.0,0.0
US9426222009,11313.0,2024,4,0.003431373,0.0,0.001960784,0.0,0.001960784
US94770V1026,115404.0,2008,1,0.000741107,0.0,0.0,0.0,0.0
US9497461015,8007.0,2018,1,0.000715137,0.0,0.001191895,-0.000476758,0.000715137
US95040Q1040,5543.0,2018,1,0.000535906,0.000535906,0.0,-0.000535906,-0.000535906
US9542351070,29268.0,2005,4,0.00033557,0.0,0.0,0.0,0.0
